,City,Country,Latitude,Longitude,Date,Temperature,Wind_Speed,Cloud_cover,Humidity
370,Barcelona,ES,41.39,2.16,1597558294,78.01,6.93,20,73
371,Souillac,MU,-20.52,57.52,1597558028,75.2,21.92,40,57
372,Qasigiannguit,GL,68.82,-51.19,1597558452,35.6,3.36,0,74
373,Lanas,PH,12.05,121.92,1597558453,83.68,11.68,71,76
374,Marquette,US,46.53,-87.63,1597558454,64.99,5.68,90,73
375,Ponta do Sol,PT,32.67,-17.1,1597557889,71.6,10.29,40,64
376,Port Moresby,PG,-9.44,147.18,1597558457,84.2,17.22,20,70
377,Umluj,SA,25.02,37.27,1597558458,87.84,3.53,51,55
378,Atchison,US,39.56,-95.12,1597558459,64.4,2.01,1,88
379,Alofi,NU,-19.06,-169.92,1597557972,71.6,8.05,0,68
380,Sirte,LY,31.21,16.59,1597558462,82.56,6.08,0,52
381,Khartoum,SD,15.55,32.53,1597558241,88.0,13.87,65,58
382,Sychëvka,RU,55.83,34.27,1597558464,61.9,5.55,93,88
383,Vanimo,PG,-2.67,141.3,1597558465,84.13,5.53,41,71
384,Naze,JP,28.37,129.48,1597558154,89.6,10.29,40,70
385,Abbeville,FR,50.1,1.83,1597558468,66.0,2.42,50,30
386,Yumen,CN,40.28,97.2,1597558469,82.18,16.69,68,14
387,Makakilo City,US,21.35,-158.09,1597558228,80.6,4.7,1,61
388,Ancud,CL,-41.87,-73.82,1597557920,46.0,10.29,20,87
389,Kalmunai,LK,7.42,81.82,1597558003,88.05,5.5,86,53
390,Sangar,RU,63.92,127.47,1597558474,59.4,1.12,79,45
391,Tessalit,ML,20.2,1.01,1597558475,88.07,16.2,0,46
392,Fare,PF,-16.7,-151.02,1597557914,79.02,15.97,59,76
393,Oranjemund,NA,-28.55,16.43,1597558479,50.95,11.41,3,73
394,Mabaruma,GY,8.2,-59.78,1597558052,74.41,1.21,54,97
395,Fenoarivo,MG,-18.93,47.44,1597558481,57.2,3.36,20,62
396,Puerto Palomas,MX,31.77,-107.62,1597558483,84.2,9.17,1,23
397,Gravdal,NO,68.12,13.5,1597558484,50.97,19.17,94,70
398,Bose,IT,45.46,8.01,1597558485,69.01,5.99,12,89
399,Wuwei,CN,37.93,102.64,1597558486,66.74,7.11,100,48
400,Atar,MR,20.52,-13.05,1597558488,93.38,2.06,18,34
401,Hereford,GB,52.06,-2.71,1597558489,61.0,6.96,100,97
402,Gachsaran,IR,30.36,50.8,1597558384,96.8,5.41,0,26
403,Amahai,ID,-3.33,128.92,1597558492,78.71,8.46,99,85
404,Goderich,CA,43.75,-81.72,1597558493,72.0,1.99,39,71
405,Alugan,PH,12.22,125.48,1597558494,83.8,2.8,88,76
406,Jinchang,CN,38.5,102.17,1597558495,71.28,6.6,100,33
407,Rameshki,RU,57.34,36.05,1597558497,59.36,2.95,91,92
408,Sarkand,KZ,45.41,79.92,1597558498,84.45,8.14,8,18
409,Labuhan,ID,-6.88,112.21,1597558500,87.49,6.29,23,58
410,Santa Luzia,BR,-19.77,-43.85,1597558501,64.4,4.7,0,72
411,Artigas,UY,-30.4,-56.47,1597558503,43.0,6.11,0,76
412,Campbell River,CA,50.02,-125.24,1597558477,69.8,3.22,5,60
413,Belyy Yar,RU,53.6,91.39,1597558506,71.6,11.18,40,68
414,Matane,CA,48.83,-67.52,1597558507,59.0,5.95,0,53
415,Madera,US,37.17,-119.83,1597558508,90.0,3.53,100,36
416,Novyy Nekouz,RU,57.9,38.07,1597558509,61.05,5.35,67,81
417,Areia Branca,BR,-4.96,-37.14,1597558511,73.67,16.33,62,85
418,Borova,UA,50.18,30.1,1597558512,68.0,4.47,0,52
419,Puri,IN,19.8,85.85,1597558514,86.0,10.29,75,84
420,Brownwood,US,31.71,-98.99,1597558515,80.6,4.7,1,47
421,Tual,ID,-5.67,132.75,1597558030,79.47,14.94,84,79
422,Ashta,IN,23.02,76.72,1597558517,80.6,9.17,75,83
423,Touros,BR,-5.2,-35.46,1597558113,71.6,3.36,40,100
424,Talcahuano,CL,-36.72,-73.12,1597558520,41.0,4.7,2,80
425,Bétérou,BJ,9.2,2.26,1597558521,69.24,3.04,70,97
426,Ushtobe,KZ,45.25,77.98,1597558341,89.92,8.21,53,15
427,Karratha,AU,-20.74,116.85,1597558524,78.35,14.18,6,55
428,Orlik,RU,52.52,99.83,1597558525,62.02,4.94,96,61
429,Doka,SD,13.52,35.77,1597558526,70.41,10.04,100,90
430,São João da Barra,BR,-21.64,-41.05,1597558528,70.95,9.28,15,88
431,Il’inskiy,RU,55.62,38.12,1597558529,62.6,3.6,74,82
432,Mogocha,RU,53.73,119.77,1597558530,57.51,4.76,98,72
433,Kisangani,CD,0.52,25.2,1597558532,74.66,1.63,77,89
434,Lompoc,US,34.64,-120.46,1597558533,66.2,3.36,1,77
435,Dagana,MR,16.52,-15.51,1597558534,84.24,3.11,98,65
436,Bull Savanna,JM,17.89,-77.59,1597558535,76.71,3.71,27,84
437,Constantine,DZ,36.37,6.61,1597558315,75.2,3.36,40,41
438,Richards Bay,ZA,-28.78,32.04,1597558538,64.65,12.66,47,73
439,Chicama,PE,-7.84,-79.15,1597558539,59.09,3.96,57,86
440,Nioro,GM,13.35,-15.75,1597558105,71.92,10.67,100,94
441,Kununurra,AU,-15.77,128.73,1597558542,98.6,5.82,22,13
442,Herat Province,AF,34.5,62.0,1597558543,95.0,17.22,0,20
443,Xichang,CN,27.9,102.26,1597558544,74.73,4.52,99,74
444,Sept-Îles,CA,50.2,-66.38,1597558545,42.8,3.36,5,93
445,Flinders,AU,-34.58,150.86,1597558547,63.0,11.01,71,57
446,Teya,RU,60.38,92.63,1597558350,71.71,9.26,96,31
447,Maple Creek,CA,49.92,-109.48,1597558550,64.38,3.42,27,55
448,Monroe,US,43.15,-77.68,1597558551,73.0,8.05,75,77
449,Kumba,CM,4.64,9.45,1597558552,72.12,3.8,70,91
450,Tongliao,CN,43.61,122.27,1597557989,91.31,5.7,0,33
451,Biankouma,CI,7.74,-7.61,1597558555,67.3,2.62,99,98
452,Palora,EC,-1.7,-77.93,1597558557,64.31,2.73,98,96
453,Suntar,RU,62.14,117.63,1597558325,56.53,6.38,82,44
454,Evanston,US,42.04,-87.69,1597558508,70.0,8.05,75,64
455,Sterling,US,39.01,-77.43,1597558561,68.0,6.93,90,93
456,Kāzerūn,IR,29.62,51.65,1597558562,96.67,3.6,0,11
457,Cedar City,US,37.68,-113.06,1597558563,69.8,5.82,1,22
458,Entebbe,UG,0.06,32.45,1597558564,68.0,8.05,20,82
459,Bengkulu,ID,-3.8,102.27,1597557985,85.12,8.37,5,68
460,Hua Hin,TH,12.57,99.96,1597558567,86.0,2.24,75,79
461,Okha,RU,53.57,142.95,1597558569,57.72,16.08,90,81
462,Luba,GQ,3.46,8.55,1597558570,75.2,5.82,40,100
463,Bundaberg,AU,-24.85,152.35,1597558571,75.2,10.29,0,29
464,Gigmoto,PH,13.78,124.39,1597558572,84.63,2.3,100,73
465,Domoni,KM,-12.26,44.53,1597558574,76.93,7.07,40,75
466,Acajutla,SV,13.59,-89.83,1597558428,72.0,5.23,90,100
467,Kieta,PG,-6.22,155.63,1597558576,80.98,1.68,37,78
468,Polyarnyye Zori,RU,67.37,32.5,1597558578,50.2,17.07,60,60
469,Adrar,MR,20.5,-10.07,1597558125,96.94,2.17,77,19
470,Bairiki Village,KI,1.33,172.98,1597558580,82.4,6.93,20,69
471,Vestmannaeyjar,IS,63.44,-20.27,1597558199,52.59,8.46,76,92
472,Tautira,PF,-17.73,-149.15,1597558583,78.8,10.29,20,65
473,Porto-Novo,BJ,6.5,2.6,1597558584,75.2,5.82,20,94
474,Abu Kamal,SY,34.45,40.92,1597558585,89.19,15.84,0,20
475,Ishikari,JP,43.24,141.35,1597558587,77.0,8.05,75,78
476,Nortelândia,BR,-14.45,-56.8,1597558588,74.37,3.98,37,37
477,Kirakira,SB,-10.45,161.92,1597558589,81.81,2.84,81,78
478,Severo-Yeniseyskiy,RU,60.37,93.04,1597558590,67.82,10.11,98,33
479,Barranca,PE,-10.75,-77.77,1597558592,58.87,7.31,63,85
480,North Bend,US,43.41,-124.22,1597558593,64.99,2.01,1,77
481,Payakumbuh,ID,-0.22,100.63,1597558594,90.16,0.85,71,49
482,Loikaw,MM,19.67,97.21,1597558595,77.25,6.15,100,71
483,Lodja,CD,-3.48,23.43,1597558597,77.43,3.11,82,75
484,Powell,US,40.16,-83.08,1597558391,66.99,5.82,1,93
485,Tucuruí,BR,-3.77,-49.67,1597558600,74.34,1.99,96,73
486,Viranşehir,TR,37.24,39.76,1597558168,90.39,4.03,0,18
487,Rawson,AR,-43.3,-65.1,1597558602,48.9,32.03,92,50
488,Havøysund,NO,71.0,24.66,1597558603,50.0,29.97,47,71
489,Kutum,SD,14.2,24.67,1597558605,73.96,7.72,99,72
490,Kousséri,CM,12.08,15.03,1597558606,80.6,10.29,20,78
491,Kamina,CD,-8.74,24.99,1597558607,72.81,3.09,100,22
492,Nouakchott,MR,18.09,-15.98,1597558564,80.6,8.05,64,88
493,Rewāri,IN,28.18,76.62,1597558610,89.6,6.93,75,75
494,São João Batista,BR,-27.28,-48.85,1597558611,64.99,0.74,100,98
495,Cortez,US,37.35,-108.59,1597558612,66.99,8.05,1,50
496,Sungurlare,BG,42.77,26.78,1597558613,75.99,6.93,90,88
497,Bāndarban,BD,22.2,92.23,1597558615,86.0,11.41,75,74
498,Zhigansk,RU,66.77,123.37,1597558228,53.73,18.75,0,51
499,Joshīmath,IN,30.57,79.57,1597558617,78.19,6.85,13,49
500,Benguela,AO,-12.58,13.41,1597558620,67.6,2.46,6,87
501,Mount Isa,AU,-20.73,139.5,1597558293,80.6,13.87,0,13
502,Usinsk,RU,65.99,57.53,1597558312,60.12,15.66,95,50
503,Morón,AR,-34.65,-58.62,1597558333,46.0,5.82,0,55
504,Caravelas,BR,-17.71,-39.25,1597558211,70.99,4.92,34,94
505,Tahoua,NE,14.89,5.27,1597558626,77.0,6.93,13,78
506,Hokitika,NZ,-42.72,170.97,1597558627,49.19,3.2,28,75
507,Hobyo,SO,5.35,48.53,1597558628,79.79,24.38,100,64
508,Antalaha,MG,-14.9,50.28,1597558630,73.99,10.42,41,64
509,Pital,CO,2.27,-75.8,1597558631,66.6,3.76,100,76
510,Vagay,RU,57.94,69.02,1597558632,65.7,9.71,78,55
511,Ogdensburg,US,44.69,-75.49,1597558633,68.0,5.95,1,88
512,Soe,ID,-9.86,124.28,1597558635,83.03,11.05,9,36
513,Stromness,GB,58.97,-3.3,1597558636,53.6,6.93,93,93
514,Yima,CN,34.74,111.88,1597558637,80.01,9.82,100,1
515,Lovozero,RU,68.0,35.01,1597558638,49.05,18.28,76,74
516,Castel San Giovanni,IT,45.06,9.43,1597558640,73.99,1.59,4,80
517,Kenai,US,60.55,-151.26,1597558641,66.99,8.05,1,52
518,Belaya Gora,RU,68.53,146.42,1597558642,46.62,9.57,95,55
519,Vila,PT,42.03,-8.16,1597558643,60.8,5.82,90,93
520,Poum,NC,-20.23,164.02,1597558644,72.91,21.09,100,85
521,Mānsa,IN,29.98,75.38,1597558646,95.72,7.0,0,49
522,Ust-Tsilma,RU,65.44,52.15,1597558647,61.92,11.45,9,42
523,Kalabo,ZM,-14.97,22.68,1597558648,60.44,5.99,18,32
524,Avera,US,33.19,-82.53,1597558650,73.4,5.82,1,89
525,Lagoa Vermelha,BR,-28.21,-51.53,1597558542,50.52,5.64,18,96
526,Paamiut,GL,61.99,-49.67,1597558139,42.94,1.99,0,77
527,Ransang,PH,8.96,117.58,1597558653,85.57,6.91,28,68
528,Islamkot,PK,24.7,70.18,1597558655,91.44,10.33,96,62
529,Peace River,CA,56.25,-117.29,1597558556,57.0,4.9,75,93
530,Grand Gaube,MU,-20.01,57.66,1597558075,75.99,14.0,69,59
531,Asaba,NG,6.2,6.73,1597558454,72.64,3.29,26,88
532,Gudāri,IN,19.35,83.78,1597558660,85.91,5.1,94,73
533,Pahrump,US,36.21,-115.98,1597558661,90.0,4.54,19,19
534,Saint-Augustin,CA,51.23,-58.65,1597558663,56.44,5.91,52,69
535,Puerto Ayacucho,VE,5.66,-67.62,1597558664,75.67,2.66,100,92
536,Yuci,CN,37.68,112.73,1597558665,68.0,4.47,90,88
537,Dingli,MT,35.86,14.38,1597558666,82.99,4.7,47,74
538,Whitehorse,CA,60.72,-135.05,1597558138,51.8,2.24,90,93
539,Nelson Bay,AU,-32.72,152.15,1597558669,64.99,21.92,2,42
540,Rumoi,JP,43.93,141.64,1597558670,74.88,8.52,8,72
541,Narrabri,AU,-30.32,149.78,1597558672,60.8,14.99,40,51
542,Luena,AO,-11.78,19.92,1597558673,59.25,2.21,11,33
543,Biltine,TD,14.53,20.92,1597558674,78.33,8.12,52,79
544,Merrill,US,45.18,-89.68,1597558675,59.0,3.78,75,100
545,Ginir,ET,7.13,40.7,1597558677,59.59,9.17,100,89
546,Tucupita,VE,9.06,-62.05,1597558678,74.1,2.28,4,98
547,Key West,US,24.56,-81.78,1597558606,86.0,4.7,1,70
548,Bulgan,MN,48.81,103.53,1597558681,57.99,8.46,100,83
549,Kasrāwad,IN,22.13,75.6,1597558682,77.0,11.41,90,88
550,Mahon,ES,39.89,4.27,1597558683,75.2,5.82,40,88
551,Rongcheng,CN,30.63,117.85,1597558685,91.0,4.03,19,85
552,Evensk,RU,61.95,159.23,1597558250,59.92,8.05,69,64
553,Torbay,CA,47.67,-52.73,1597558687,48.2,4.7,5,87
554,Médéa,DZ,36.26,2.75,1597558688,73.4,2.08,75,88
555,Cachoeiro de Itapemirim,BR,-20.85,-41.11,1597558690,68.07,3.71,0,73
556,Great Falls,US,47.5,-111.3,1597558691,66.2,5.82,1,41
557,Talnakh,RU,69.49,88.4,1597558692,71.6,20.13,100,40
558,Mitú,CO,1.2,-70.17,1597558693,72.3,2.08,67,89
559,Padang,ID,-0.95,100.35,1597558694,85.77,4.63,81,62
560,Capitán Meza,PY,-27.02,-55.57,1597558696,50.65,4.43,5,99
561,Tumpat,MY,6.2,102.17,1597558697,89.6,8.05,20,66
562,Svetlaya,RU,46.54,138.33,1597558699,69.87,8.37,47,72
563,Whitecourt,CA,54.15,-115.69,1597558700,54.54,1.86,73,83
564,Juegang,CN,32.32,121.19,1597558701,92.16,6.93,0,66
565,Yanji,CN,42.91,129.51,1597558702,88.03,5.21,84,42
566,Trairi,BR,-3.28,-39.27,1597558704,76.01,10.18,48,78
567,Gorshechnoye,RU,51.52,38.04,1597558705,54.93,7.29,97,92
568,Bang Len,TH,14.02,100.17,1597558706,91.4,9.17,40,55
569,Summerville,US,33.02,-80.18,1597558421,77.0,5.61,75,100
570,Old Town,US,44.93,-68.65,1597558654,60.8,3.36,20,87
571,Constitución,CL,-35.33,-72.42,1597558710,43.93,8.46,10,64
572,Chas,IN,23.63,86.17,1597558711,87.73,10.45,88,70
573,Snezhnogorsk,RU,69.19,33.25,1597558712,44.6,13.42,75,93
574,Moba,CN,33.23,105.02,1597558713,57.79,2.84,100,98
575,Fukagawa,JP,43.71,142.04,1597558715,78.8,11.41,20,61
576,Binga,ZW,-17.62,27.34,1597558716,64.0,1.88,23,42
577,Berlevåg,NO,70.86,29.09,1597558717,50.29,26.91,41,72
578,Pandan,PH,14.05,124.17,1597558719,83.75,4.92,100,77
