,City,Country,Latitude,Longitude,Date,Temperature,Wind_Speed,Cloud_cover,Humidity
373,Nuuk,GL,64.18,-51.72,1597632987,48.2,12.75,0,57
374,Kiryat Gat,IL,31.61,34.76,1597632988,73.99,1.99,0,58
375,Awjilah,LY,29.11,21.29,1597632990,77.52,8.03,3,54
376,Zasheyek,RU,67.41,32.55,1597632991,45.48,15.5,100,81
377,Shellbrook,CA,53.22,-106.4,1597632994,68.0,3.36,20,72
378,Biritiba-Mirim,BR,-23.57,-46.04,1597632998,70.0,3.36,40,82
379,Zyryanka,RU,65.75,150.85,1597632999,56.35,2.68,3,39
380,Mendi,PG,-6.18,143.65,1597633001,64.99,4.12,27,89
381,Casma,CL,-41.01,-73.12,1597633002,44.6,1.34,69,93
382,Nhulunbuy,AU,-12.23,136.77,1597633005,86.0,17.22,0,40
383,Quatre Cocos,MU,-20.21,57.76,1597633006,70.0,14.99,40,77
384,General Roca,AR,-39.03,-67.58,1597633008,53.6,13.87,15,37
385,Nishihara,JP,26.18,127.76,1597633009,89.6,12.75,40,66
386,Narsaq,GL,60.92,-46.05,1597633011,50.0,4.7,0,61
387,La Vista,US,41.18,-96.03,1597633013,71.01,4.7,1,83
388,Felanitx,ES,39.47,3.15,1597633014,71.01,3.36,20,88
389,Hay River,CA,60.82,-115.8,1597632940,64.4,6.93,75,68
390,Dinghaicun,CN,26.28,119.79,1597633019,87.8,20.13,20,74
391,Vila,PT,42.03,-8.16,1597633021,61.0,5.99,100,93
392,Indianola,US,41.36,-93.56,1597632814,73.99,6.96,1,67
393,Zliten,LY,32.47,14.57,1597633025,79.39,4.21,0,65
394,Baruun-Urt,MN,46.68,113.28,1597633028,71.92,11.07,100,61
395,Antofagasta,CL,-23.65,-70.4,1597632783,55.4,6.93,90,71
396,Wewak,PG,-3.55,143.63,1597633032,83.1,7.74,80,75
397,Northam,GB,51.03,-4.22,1597633034,59.0,1.99,55,96
398,Mapiripán,CO,2.89,-72.13,1597633036,74.91,2.24,86,87
399,São João do Piauí,BR,-8.36,-42.25,1597633037,73.54,4.99,81,39
400,Sabalgarh,IN,26.25,77.4,1597633039,87.35,2.21,100,72
401,Dauphin,CA,51.15,-100.05,1597633042,64.4,4.7,1,63
402,Bathsheba,BB,13.22,-59.52,1597633043,80.6,17.22,75,88
403,Ixtapa,MX,20.7,-105.2,1597633045,84.2,2.24,75,79
404,Fairbanks,US,64.84,-147.72,1597632799,71.6,12.75,40,37
405,Sisimiut,GL,66.94,-53.67,1597633048,47.23,6.08,44,54
406,Sri Aman,MY,1.24,111.46,1597633050,86.0,0.85,20,79
407,High Level,CA,58.52,-117.14,1597633052,66.2,2.24,1,77
408,Meadow Lake,US,34.8,-106.54,1597633053,87.8,17.22,40,22
409,Maniitsoq,GL,65.42,-52.9,1597633055,48.18,5.28,16,58
410,Pingliang,CN,35.54,106.69,1597633057,60.91,15.86,100,80
411,Lavrentiya,RU,65.58,-171.0,1597633059,53.74,7.07,100,64
412,Santa Rosa,PH,14.31,121.11,1597633060,84.99,3.85,39,83
413,Riyadh,SA,24.69,46.72,1597633033,82.4,5.82,65,21
414,Port Hardy,CA,50.7,-127.42,1597633063,68.0,5.82,75,77
415,Nanga Eboko,CM,4.68,12.37,1597633065,69.26,3.94,100,97
416,Alta Floresta,BR,-9.88,-56.09,1597633067,76.55,1.7,3,34
417,Mogzon,RU,51.74,111.96,1597633068,55.38,9.1,100,87
418,Provideniya,RU,64.38,-173.3,1597633070,59.0,4.47,100,62
419,Chara,RU,56.91,118.26,1597633071,54.86,4.76,56,51
420,Villa del Rosario,CO,7.83,-72.47,1597633003,73.08,3.74,68,77
421,Snezhnogorsk,RU,69.19,33.25,1597633074,46.4,8.95,40,81
422,Yārāda,IN,17.65,83.27,1597633077,82.4,17.22,75,78
423,Henderson,US,36.04,-114.98,1597632840,109.4,11.41,1,11
424,Pundaguitan,PH,6.37,126.17,1597633082,84.6,3.58,97,69
425,Pringsewu,ID,-5.36,104.97,1597633084,87.87,1.5,0,60
426,Marrakesh,MA,31.63,-8.01,1597633085,71.6,5.82,0,56
427,Florø,NO,61.6,5.03,1597633087,60.8,9.17,90,93
428,Siparia,TT,10.13,-61.5,1597633088,82.4,6.26,20,74
429,Dumka,IN,24.27,87.25,1597633090,83.59,8.72,80,83
430,Suoyarvi,RU,62.08,32.35,1597633091,44.87,4.63,0,77
431,Dakar,SN,14.69,-17.44,1597633063,84.2,6.93,40,83
432,Prome,MM,18.82,95.22,1597633094,76.14,7.67,100,94
433,Nādaun,IN,31.78,76.35,1597633097,83.95,2.04,4,72
434,Vikhorevka,RU,56.12,101.16,1597633098,62.6,8.95,0,45
435,Usta Muhammad,PK,28.18,68.04,1597633100,99.64,9.8,0,45
436,Soyo,AO,-6.13,12.37,1597633101,71.65,8.08,21,90
437,Laas,IT,46.62,10.7,1597633102,57.2,5.82,75,93
438,Sandnessjøen,NO,66.02,12.63,1597633104,51.8,9.17,55,81
439,Oriximiná,BR,-1.77,-55.87,1597633105,80.58,3.98,48,62
440,Sola,VU,-13.88,167.55,1597633107,79.47,13.76,65,79
441,Sechura,PE,-5.56,-80.82,1597633108,62.96,12.26,45,80
442,Assiniboia,CA,49.63,-105.98,1597633110,72.95,9.82,0,41
443,Beloha,MG,-25.17,45.05,1597633112,61.72,3.69,0,89
444,Mama,RU,58.31,112.9,1597633114,64.18,4.14,0,42
445,Acarí,PE,-15.43,-74.62,1597633115,59.54,2.86,61,63
446,Pangnirtung,CA,66.15,-65.71,1597633118,51.76,5.99,93,75
447,Korla,CN,41.76,86.15,1597633119,80.92,5.21,60,23
448,Evensk,RU,61.95,159.23,1597633121,64.99,3.02,40,43
449,Launceston,AU,-41.45,147.17,1597633122,62.01,5.82,40,67
450,Dukat,RU,62.55,155.55,1597633124,51.4,8.72,85,56
451,Dryden,CA,49.78,-92.75,1597633126,64.4,4.7,75,59
452,Sukhobuzimskoye,RU,56.5,93.27,1597633127,60.8,4.47,99,63
453,Harper,LR,4.38,-7.72,1597633129,73.63,5.97,78,75
454,Vista Hermosa,MX,19.52,-99.22,1597633130,66.2,12.75,75,59
455,Monywa,MM,22.12,95.13,1597633079,78.4,9.8,100,86
456,Smithers,CA,54.78,-127.17,1597633134,73.4,2.24,75,60
457,Fuerte Olimpo,PY,-21.04,-57.87,1597633136,65.01,3.31,47,98
458,Birobidzhan,RU,48.8,132.95,1597633138,74.25,1.01,35,62
459,Formosa do Rio Preto,BR,-11.05,-45.19,1597632845,69.93,2.01,29,43
460,Yaan,NG,7.38,8.57,1597633141,72.66,5.3,100,97
461,Nālūt,LY,30.33,10.85,1597633142,80.26,14.36,0,33
462,Marabu,MY,4.41,114.01,1597633144,87.8,5.82,20,66
463,Tanga,TZ,-5.07,39.1,1597633145,73.13,6.44,100,87
464,Alice Springs,AU,-23.7,133.88,1597633117,86.0,18.34,0,17
465,Husavik,IS,66.04,-17.34,1597633149,44.6,3.36,0,100
466,Kiyasovo,RU,56.35,53.12,1597633152,51.01,8.52,61,96
467,Merauke,ID,-8.47,140.33,1597633020,81.07,12.03,0,64
468,Bayir,TR,37.27,28.22,1597633155,68.0,3.36,0,64
469,Wilmington,US,34.23,-77.94,1597633061,75.99,6.93,90,83
470,Sungai Penuh,ID,-2.08,101.38,1597633161,75.38,1.52,46,74
471,Iwanai,JP,42.97,140.51,1597633162,77.88,6.67,22,67
472,Tucumcari,US,35.17,-103.72,1597633097,86.0,11.41,1,25
473,Nuristan,AF,35.3,70.83,1597633165,55.69,2.82,0,38
474,Joutseno,FI,61.12,28.51,1597633166,50.0,5.82,0,87
475,Berlevåg,NO,70.86,29.09,1597633168,46.4,21.92,75,81
476,Denpasar,ID,-8.65,115.22,1597633078,82.4,17.22,75,83
477,San Ignacio,BZ,17.16,-89.07,1597633173,80.01,3.71,53,77
478,Tura,IN,25.52,90.22,1597633082,78.51,7.94,90,89
479,Maracaju,BR,-21.61,-55.17,1597633176,68.13,1.43,100,95
480,Shenjiamen,CN,29.96,122.3,1597633178,83.39,15.95,0,81
481,San José de las Lajas,CU,22.96,-82.15,1597633179,80.6,5.82,40,100
482,Paidha,UG,2.42,30.99,1597633180,60.87,3.44,27,92
483,Abilene,US,32.45,-99.73,1597632980,78.8,23.04,75,57
484,Bella Union,UY,-30.28,-57.6,1597633184,47.34,2.95,0,64
485,Pedernales,DO,18.04,-71.74,1597633185,81.21,1.88,0,68
486,Oxbow,CA,49.23,-102.17,1597633187,61.0,3.51,3,80
487,Terra Roxa,BR,-23.86,-50.03,1597633188,61.0,1.01,100,99
488,Lucea,JM,18.45,-78.17,1597633190,82.4,3.36,40,83
489,Asău,RO,46.43,26.4,1597633192,59.0,2.51,47,94
490,Glyadyanskoye,RU,54.91,65.09,1597633193,57.63,9.22,0,83
491,Sayyan,YE,15.17,44.32,1597633195,62.89,1.99,48,62
492,San Fernando del Valle de Catamarca,AR,-28.47,-65.79,1597633049,57.99,4.65,0,56
493,Rabo de Peixe,PT,37.8,-25.58,1597633199,73.4,16.11,40,88
494,Podor,MR,16.65,-14.96,1597633201,84.24,15.82,91,69
495,São Filipe,CV,14.9,-24.5,1597633202,79.61,4.92,57,80
496,Collie,AU,-33.37,116.15,1597633205,53.01,20.0,79,76
497,Peniche,PT,39.36,-9.38,1597633207,68.0,5.99,16,96
498,Ceuta,ES,35.89,-5.31,1597633208,75.2,14.99,0,50
499,Pemangkat,ID,1.17,108.97,1597633210,84.83,3.71,34,65
500,Cervo,ES,43.67,-7.41,1597633211,64.0,6.96,100,91
501,Nāndūra Buzurg,IN,20.83,76.45,1597633213,77.27,9.13,100,88
502,Prieska,ZA,-29.66,22.75,1597633215,35.85,4.56,0,65
503,Souris,CA,49.62,-100.26,1597633204,64.4,4.61,75,72
504,Loralai,PK,30.37,68.6,1597633218,81.46,3.31,7,54
505,Monrovia,LR,6.3,-10.8,1597633219,74.44,6.93,71,76
506,Bom Jardim,BR,-7.8,-35.59,1597633221,65.37,5.53,47,98
507,Caravelas,BR,-17.71,-39.25,1597633222,73.31,9.08,11,88
508,Ivanava,BY,52.15,25.54,1597633026,58.14,0.96,0,82
509,Kutum,SD,14.2,24.67,1597633226,71.62,3.33,82,73
510,Boende,CD,-0.22,20.87,1597633229,72.93,3.09,95,94
511,Grand-Lahou,CI,5.14,-5.02,1597633231,71.56,8.41,31,90
512,Balakhta,RU,55.38,91.6,1597633232,62.17,4.43,0,71
513,Pisco,PE,-13.7,-76.22,1597633234,62.6,2.24,75,77
514,Magadan,RU,59.57,150.8,1597633236,60.01,4.76,99,68
515,Marsabit,KE,2.33,37.99,1597633238,59.99,19.84,78,96
516,Cap Malheureux,MU,-19.98,57.61,1597633239,70.0,5.01,3,73
517,Olinda,BR,-8.01,-34.86,1597633242,77.0,8.05,40,83
518,Arman',RU,59.7,150.17,1597633243,61.16,5.7,100,66
519,Selçuk,TR,37.95,27.37,1597633244,75.2,9.17,0,49
520,Guymon,US,36.68,-101.48,1597633101,73.4,8.05,1,78
521,Whitehorse,CA,60.72,-135.05,1597633248,55.4,9.17,75,66
522,Cardston,CA,49.2,-113.3,1597633249,80.6,9.17,75,44
523,Nurobod,UZ,40.91,69.8,1597633251,75.2,4.7,40,60
524,Coruripe,BR,-10.13,-36.18,1597633253,73.31,9.42,15,84
525,Luwuk,ID,-0.95,122.79,1597633254,85.46,9.42,32,58
526,Viedma,AR,-40.81,-63.0,1597633256,42.19,10.18,0,63
527,Menongue,AO,-14.66,17.69,1597633258,50.86,2.35,0,41
528,Hoa Binh,VN,20.81,105.34,1597633260,80.6,8.05,75,78
529,Cockburn Town,TC,21.46,-71.14,1597633209,82.76,16.22,39,84
530,Kumul,CN,42.8,93.45,1597633264,82.76,5.35,2,15
531,Saint Anthony,US,45.02,-93.22,1597633266,73.4,6.49,1,60
532,Jackson,US,42.42,-122.83,1597633090,100.4,6.93,1,21
533,Campechuela,CU,20.23,-77.28,1597633269,79.39,8.77,97,85
534,Port Hedland,AU,-20.32,118.57,1597633271,80.6,6.93,0,47
535,Jardim,BR,-21.48,-56.14,1597633272,67.98,3.29,90,97
536,Cayenne,GF,4.93,-52.33,1597633262,78.8,2.24,88,88
537,Orcopampa,PE,-15.27,-72.34,1597633275,45.41,4.68,58,55
538,Kīhei,US,20.79,-156.47,1597633035,87.8,20.8,40,55
539,Banda Aceh,ID,5.56,95.32,1597633278,85.5,9.35,23,66
540,Cooma,AU,-36.23,149.13,1597633279,55.4,16.11,0,50
541,Mandera,KE,3.94,41.87,1597633281,74.21,11.34,70,69
542,Panabá,MX,21.28,-88.27,1597633282,77.85,5.64,95,89
543,Puerto Gaitán,CO,4.31,-72.08,1597633284,77.49,4.29,87,83
544,San Juan del Sur,NI,11.25,-85.87,1597633285,79.63,16.78,98,80
545,Marawi,PH,8.0,124.29,1597633281,84.0,5.01,75,72
546,Barra de Tecoanapa,MX,16.52,-98.75,1597633289,80.56,10.94,100,83
547,Rustenburg,ZA,-25.67,27.24,1597633240,46.06,3.0,0,49
548,Ayan,RU,56.45,138.17,1597633293,54.61,2.57,100,90
549,Baie-Comeau,CA,49.22,-68.15,1597633100,60.8,5.82,1,72
550,Kaniama,CD,-7.57,24.18,1597633297,64.15,1.86,69,33
551,Lora del Río,ES,37.66,-5.53,1597633299,72.0,0.94,0,68
552,Mhlambanyatsi,SZ,-26.45,31.02,1597633300,43.27,5.23,100,92
553,Esna,EG,25.29,32.55,1597633302,84.2,6.67,0,35
554,Eureka,US,40.8,-124.16,1597633304,62.01,3.18,44,100
555,São Félix do Xingu,BR,-6.64,-51.99,1597633250,75.78,1.97,27,40
556,Aljezur,PT,37.32,-8.8,1597633307,68.0,4.47,25,88
557,Mazkeret Batya,IL,31.85,34.84,1597633308,75.2,3.36,20,60
558,Goiatuba,BR,-18.01,-49.35,1597633310,74.59,5.64,1,33
559,Umba,RU,66.69,34.34,1597633311,48.43,14.76,100,74
560,Aki,JP,33.5,133.9,1597633313,89.6,6.93,75,62
561,Broome,US,42.25,-75.83,1597633314,64.4,8.05,75,77
562,Verāval,IN,20.9,70.37,1597633316,82.29,16.13,97,84
563,Priargunsk,RU,50.37,119.1,1597633318,61.48,8.77,100,89
564,Barão de Melgaço,BR,-16.19,-55.97,1597633319,86.0,2.17,72,40
565,Raudeberg,NO,61.99,5.14,1597633321,60.01,11.39,77,93
566,San Patricio,MX,19.22,-104.7,1597633218,80.56,3.56,0,82
567,Verkhniy Uslon,RU,55.77,48.98,1597633325,51.8,4.47,91,93
568,Port Loko,SL,8.77,-12.78,1597633328,71.47,2.51,100,94
569,Dingle,PH,11.0,122.67,1597633330,86.63,5.55,77,71
570,Marzuq,YE,14.4,46.47,1597633276,80.87,4.36,25,48
571,La Cruz,MX,23.92,-106.9,1597633333,84.0,1.99,75,89
572,Berezovyy,RU,51.67,135.7,1597633334,60.03,3.78,99,80
573,São José da Coroa Grande,BR,-8.9,-35.15,1597633292,74.16,9.46,72,85
574,Batagay-Alyta,RU,67.8,130.41,1597633338,48.76,3.49,18,52
575,Nueva Gerona,CU,21.88,-82.8,1597633339,84.83,3.58,1,70
